Set,Name,speaker,text,label
training,q2ec3.txt,g,right,ready
training,q2ec3.txt,g,below the start do you have er like a missionary camp,query_yn
training,q2ec3.txt,f,yeah,reply_y
training,q2ec3.txt,g,okay,ready
training,q2ec3.txt,g,well if you take it from the start just run horizontally,instruct
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,g,eh to the left for about an inch,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,and then go down along the side of the missionary camp,instruct
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,g,'til you're about an inch above the bottom of the map,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,then you need to go straight along for about 'til about you're about an inch and a half away from the edge of the map,instruct
training,q2ec3.txt,f,the banana tree,query_yn
training,q2ec3.txt,g,okay,align
training,q2ec3.txt,f,do you have a banana tree,query_yn
training,q2ec3.txt,g,i have gorillas that's probably the,reply_w
training,q2ec3.txt,f,right okay,ready
training,q2ec3.txt,f,i'll go round the banana tree,explain
training,q2ec3.txt,g,yeah,acknowledge
training,q2ec3.txt,g,so you're at where are you now you're at the bottom,align
training,q2ec3.txt,f,i'm at the bottom,reply_y
training,q2ec3.txt,g,okay,ready
training,q2ec3.txt,g,now you you need to go parallel to the side of the map,instruct
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,g,ehm about four inches,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,so you're just you're now about two inches above the gorillas or the banana tree,instruct
training,q2ec3.txt,f,yeah,acknowledge
training,q2ec3.txt,g,ehm do you have a rope bridge,query_yn
training,q2ec3.txt,f,yes i do,reply_y
training,q2ec3.txt,g,right,acknowledge
training,q2ec3.txt,g,you need to cross the rope bridge,instruct
training,q2ec3.txt,f,how close to the river should i be the now,query_w
training,q2ec3.txt,g,i haven't got a i haven't got a river marked but i assume well,reply_w
training,q2ec3.txt,f,i have gone,explain
training,q2ec3.txt,f,you haven't,check
training,q2ec3.txt,g,if no,reply_n
training,q2ec3.txt,g,if you go if you're up going up eh vertically,clarify
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,f,yeah,acknowledge
training,q2ec3.txt,g,by the gorillas,clarify
training,q2ec3.txt,g,then you need you need to bend it round to the rope bridge,clarify
training,q2ec3.txt,f,then go horizontal,check
training,q2ec3.txt,f,bend,acknowledge
training,q2ec3.txt,g,and you're going across the rope bridge so your your line should stop at the beginning of the rope bridge and come out again at the end,clarify
training,q2ec3.txt,f,yeah,acknowledge
training,q2ec3.txt,f,yep okay,acknowledge
training,q2ec3.txt,g,right,ready
training,q2ec3.txt,g,then you go down about an inch so you're coming down off the rope bridge,instruct
training,q2ec3.txt,f,to there's a river,check
training,q2ec3.txt,g,uh-huh,reply_y
training,q2ec3.txt,f,okay,acknowledge
training,q2ec3.txt,g,now you need to run horizontally along,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,ehm do you have a waterfall,query_yn
training,q2ec3.txt,f,yes i do,reply_y
training,q2ec3.txt,g,you need to run horizontally along until you're just below the beginning of the waterfall,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,okay,align
training,q2ec3.txt,f,'kay,reply_y
training,q2ec3.txt,g,now straight up,instruct
training,q2ec3.txt,g,do you have lost steps,query_yn
training,q2ec3.txt,f,no,reply_n
training,q2ec3.txt,f,oh yeah i do right up,reply_y
training,q2ec3.txt,f,quite far up,check
training,q2ec3.txt,g,oh no,reply_n
training,q2ec3.txt,g,these are in the middle,explain
training,q2ec3.txt,f,no,reply_n
training,q2ec3.txt,g,okay,acknowledge
training,q2ec3.txt,g,we right,ready
training,q2ec3.txt,g,you're at the bottom of the waterfall now okay,align
training,q2ec3.txt,f,uh-huh,reply_y
training,q2ec3.txt,g,ehm what's your next thing that's marked,query_w
training,q2ec3.txt,f,the lost steps just south of the white mountain up at the top,reply_w
training,q2ec3.txt,g,no they're not,explain
training,q2ec3.txt,f,do you have the rock fall,query_yn
training,q2ec3.txt,g,oh i've got another lot of lost steps up there that's what you must mean,explain
training,q2ec3.txt,f,yeah,acknowledge
training,q2ec3.txt,g,no well,ready
training,q2ec3.txt,g,in that case you need to go vertically upwards running parallel with the edge of the map,instruct
training,q2ec3.txt,f,how far,query_w
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,g,erm for about i don't know,reply_w
training,q2ec3.txt,f,do you have gazelle gazelles,query_w
training,q2ec3.txt,f,or fallen pillars or flamingoes,query_w
training,q2ec3.txt,g,way up,reply_w
training,q2ec3.txt,g,i have fallen pillars,reply_w
training,q2ec3.txt,g,are they sort of in the middle of the map on the left,query_yn
training,q2ec3.txt,f,yeah,reply_y
training,q2ec3.txt,g,right,ready
training,q2ec3.txt,g,well you need to go up but running vertically until you're about level with the fallen pillars,reply_w
training,q2ec3.txt,f,uh-huh right okay done it,acknowledge
training,q2ec3.txt,g,now,ready
training,q2ec3.txt,g,i've got some lost steps,explain
training,q2ec3.txt,g,so you need to kind of curve round as if you had something in the way there you can't go straight across to the fallen pillars you've got to bend up a wee bit,instruct
training,q2ec3.txt,f,right okay,acknowledge
training,q2ec3.txt,g,you see,align
training,q2ec3.txt,f,up it like going over them,check
training,q2ec3.txt,g,like like as if you were going over something,reply_y
training,q2ec3.txt,f,right okay,acknowledge
training,q2ec3.txt,f,to the do i bend it right over 'til i get to the fallen pillars,query_yn
training,q2ec3.txt,g,bend it right over,reply_y
training,q2ec3.txt,g,and then head it sort of up and round so that you're going up over the lost steps,clarify
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,g,and then down and under the fallen pillars,clarify
training,q2ec3.txt,f,right hang on,acknowledge
training,q2ec3.txt,g,okay 'cause you can't go straight across on mine 'cause there's lost steps,align
training,q2ec3.txt,f,right okay yeah,reply_y
training,q2ec3.txt,g,right,ready
training,q2ec3.txt,g,so you're now underneath are you at the end of the fallen pillars now,align
training,q2ec3.txt,f,yes,reply_y
training,q2ec3.txt,g,okay,ready
training,q2ec3.txt,g,now,ready
training,q2ec3.txt,g,ehm for some reason it loops round here again i don't there's nothing there though,explain
training,q2ec3.txt,f,i've got flamingoes,explain
training,q2ec3.txt,g,okay well that's why,acknowledge
training,q2ec3.txt,g,so you need to loop it round your flamingoes,instruct
training,q2ec3.txt,f,uh-huh,reply_y
training,q2ec3.txt,g,and up so you,instruct
training,q2ec3.txt,f,to the ruined city,query_yn
training,q2ec3.txt,f,do you have,query_yn
training,q2ec3.txt,g,to the ancient ruins,reply_y
training,q2ec3.txt,g,yeah,reply_y
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,g,so you need to go loop it down and then all the way up to the ancient ruins,clarify
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,okay,align
training,q2ec3.txt,f,i'm at the ancient ruins,explain
training,q2ec3.txt,g,you're at the ancient ruins,acknowledge
training,q2ec3.txt,g,okay,ready
training,q2ec3.txt,g,now bend round the ancient ruins until you're just now running so you're just going up from the ancient ruins now,instruct
training,q2ec3.txt,g,have you got some stones at the top,query_yn
training,q2ec3.txt,f,i've got rock fall,reply_w
training,q2ec3.txt,g,okay,acknowledge
training,q2ec3.txt,g,right,ready
training,q2ec3.txt,g,if you head it up towards the rock fall,instruct
training,q2ec3.txt,f,right i'm,acknowledge
training,q2ec3.txt,g,so you now you now should be about two two and a half inches from the top of the map,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,f,yeah practically,acknowledge
training,q2ec3.txt,g,okay,align
training,q2ec3.txt,g,then,ready
training,q2ec3.txt,g,so you're at you're at the stones now,align
training,q2ec3.txt,f,yeah,reply_y
training,q2ec3.txt,g,okay now straight across have you got the white mountain,query_yn
training,q2ec3.txt,f,under the stones,check
training,q2ec3.txt,f,yes i've got the white mountain,reply_y
training,q2ec3.txt,g,under the stones,reply_y
training,q2ec3.txt,g,so you go straight across towards the white mountain,instruct
training,q2ec3.txt,f,uh-huh,acknowledge
training,q2ec3.txt,g,and then climb the white mountain and go back down the other side,instruct
training,q2ec3.txt,g,have you got some soft furnishings store,query_yn
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,f,where,query_w
training,q2ec3.txt,g,underneath uh,reply_w
training,q2ec3.txt,f,just in the corner,check
training,q2ec3.txt,g,no,reply_n
training,q2ec3.txt,f,no,reply_n
training,q2ec3.txt,g,right underneath the white mountain,reply_w
training,q2ec3.txt,f,no,reply_n
training,q2ec3.txt,g,okay,ready
training,q2ec3.txt,g,well you've so you're at the bottom of the white mountain now,align
training,q2ec3.txt,f,yeah,reply_y
training,q2ec3.txt,g,right er,ready
training,q2ec3.txt,g,this is difficult um,explain
training,q2ec3.txt,f,what about the lost steps up there,query_w
training,q2ec3.txt,f,do you have lost steps on that side,query_yn
training,q2ec3.txt,g,no,reply_n
training,q2ec3.txt,g,you don't go anywhere near them,instruct
training,q2ec3.txt,f,right okay,acknowledge
training,q2ec3.txt,g,no,reply_n
training,q2ec3.txt,g,well,ready
training,q2ec3.txt,g,you're now going you're going back the way you came so you need to as if you're going right underneath the white mountain so come down a bit and then go right underneath it,instruct
training,q2ec3.txt,f,okay right,acknowledge
training,q2ec3.txt,g,about to about three inches,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,and now straight drop down,instruct
training,q2ec3.txt,g,do you have gazelles,query_yn
training,q2ec3.txt,f,yes,reply_y
training,q2ec3.txt,g,right,ready
training,q2ec3.txt,g,straight drop down towards the gazelles,instruct
training,q2ec3.txt,f,right there,acknowledge
training,q2ec3.txt,g,underneath the gazelles,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,about three inches to the right,instruct
training,q2ec3.txt,f,right,acknowledge
training,q2ec3.txt,g,just and that's the end,instruct
training,q2ec3.txt,f,okay,acknowledge
training,q2ec3.txt,g,because you come underneath the gazelles and then you go,instruct
training,q2ec3.txt,f,and then you go right,check
training,q2ec3.txt,g,go go right,reply_y
training,q2ec3.txt,g,and you stop on on nothing there's there's no mark there,clarify
training,q2ec3.txt,f,'kay,ready
training,q2ec3.txt,f,there's a cross now,explain
training,q2ec3.txt,g,okay that's the end,clarify
training,q2ec5.txt,f,right,ready
training,q2ec5.txt,g,right mm,ready
training,q2ec5.txt,g,have you got a missionary camp down the bottom,query_yn
training,q2ec5.txt,f,yes,reply_y
training,q2ec5.txt,g,then that's where your start is,query_yn
training,q2ec5.txt,f,mmhmm,reply_y
training,q2ec5.txt,g,right,acknowledge
training,q2ec5.txt,f,that's right,reply_y
training,q2ec5.txt,g,okay well,ready
training,q2ec5.txt,g,you need to go ehm travel left about an inch and then go down along the side of the missionary camp so you're going downwards just running along parallel to it,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,down so that you're about an inch above the bottom of the map,instruct
training,q2ec5.txt,f,right,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,now,ready
training,q2ec5.txt,g,you have you got a some gorillas over on the left,query_yn
training,q2ec5.txt,f,no,reply_n
training,q2ec5.txt,f,i've got a banana tree though,explain
training,q2ec5.txt,g,alright that's probably,acknowledge
training,q2ec5.txt,g,do you think that's probably the same,query_yn
training,q2ec5.txt,f,yeah that's probably about it,reply_y
training,q2ec5.txt,g,mm yeah,acknowledge
training,q2ec5.txt,g,so you just need to run along the bottom of the map until you get to just below the gorillas or the banana tree,instruct
training,q2ec5.txt,f,right er we'll probably have to take it down a wee bit further for for that,explain
training,q2ec5.txt,g,right okay,acknowledge
training,q2ec5.txt,f,right nothing else kind of down there,explain
training,q2ec5.txt,g,right,acknowledge
training,q2ec5.txt,f,and i want to stop directly below,check
training,q2ec5.txt,g,yeah,reply_y
training,q2ec5.txt,g,well,ready
training,q2ec5.txt,g,actually you need to then you need to bend up round the side of the gorillas so you're then going along so you're running parallel with the eh left-hand side of the map,instruct
training,q2ec5.txt,f,mmhmm,acknowledge
training,q2ec5.txt,f,right that's okay,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,so you then go upwards about,instruct
training,q2ec5.txt,g,and then have you got a rope bridge,query_yn
training,q2ec5.txt,f,yeah,reply_y
training,q2ec5.txt,g,right,ready
training,q2ec5.txt,g,you need to run up vertically until you become parallel with the rope bridge,instruct
training,q2ec5.txt,f,oh i've taken it over much further than that i'm kind of almost at the edge of the page so,explain
training,q2ec5.txt,g,ah right,acknowledge
training,q2ec5.txt,f,is it okay is it safe enough to head diagonally across,query_yn
training,q2ec5.txt,g,yeah,reply_y
training,q2ec5.txt,g,if you head diagonally across to the beginning of the rope bridge,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,and then you you're walking across the rope bridge so your line will stop and then start coming out at the other side of the rope bridge,instruct
training,q2ec5.txt,f,right fine,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,down about an inch so you come you've come off the rope bridge and you drop down about an inch,instruct
training,q2ec5.txt,f,right,acknowledge
training,q2ec5.txt,f,erm i don't know if i can do that without going in the river actually,explain
training,q2ec5.txt,g,oh yeah,acknowledge
training,q2ec5.txt,g,i yeah there's a river isn't there,explain
training,q2ec5.txt,g,well,ready
training,q2ec5.txt,g,if you just take it so that you're running alongside the river,instruct
training,q2ec5.txt,f,just right along the edge of the river,check
training,q2ec5.txt,g,yeah so you need to run alongside the river for about um three or four inches,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,and then,ready
training,q2ec5.txt,g,you have got a waterfall on the right-hand side,query_yn
training,q2ec5.txt,f,yeah,reply_y
training,q2ec5.txt,g,well then um,ready
training,q2ec5.txt,g,just 'til when you're about ehm level with the with the bottom of the waterfall,instruct
training,q2ec5.txt,f,mmhmm,acknowledge
training,q2ec5.txt,g,then you go straight upwards alongside the waterfall,instruct
training,q2ec5.txt,f,right,acknowledge
training,q2ec5.txt,g,have you got some lost steps there,query_yn
training,q2ec5.txt,f,erm yes i have,reply_y
training,q2ec5.txt,f,but quite a bit above maybe something like five inches or something above,explain
training,q2ec5.txt,g,oh no,reply_n
training,q2ec5.txt,g,these these are in the middle,explain
training,q2ec5.txt,g,have you got some fallen pillars,query_yn
training,q2ec5.txt,f,yes,reply_y
training,q2ec5.txt,g,okay,acknowledge
training,q2ec5.txt,g,well,ready
training,q2ec5.txt,g,where are you at the moment,query_w
training,q2ec5.txt,f,um just stop beside the waterfall that's right over on the right-hand side,reply_w
training,q2ec5.txt,g,yeah,acknowledge
training,q2ec5.txt,g,right you need to go upwards until you're level with the fallen pillars,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,f,fine,reply_y
training,q2ec5.txt,g,and then imagine that you had,instruct
training,q2ec5.txt,g,you see the lost steps at the top,align
training,q2ec5.txt,f,yes,reply_y
training,q2ec5.txt,g,if you imagine that they were there just where you've stopped,instruct
training,q2ec5.txt,f,mmhmm,acknowledge
training,q2ec5.txt,g,so you need to loop over the top of them as if you were going over something,instruct
training,q2ec5.txt,g,so you you're going,instruct
training,q2ec5.txt,f,right,acknowledge
training,q2ec5.txt,f,so which way am i heading then left or right,query_w
training,q2ec5.txt,g,right,ready
training,q2ec5.txt,g,you're going left towards the fallen pillars,reply_w
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,if you go over the,instruct
training,q2ec5.txt,f,so i'll let out a well i'll allow for being above the fallen pillars yeah,check
training,q2ec5.txt,g,uh-huh yeah,reply_y
training,q2ec5.txt,g,and then you need to head back down again to go underneath the fallen pillars,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,f,mmhmm,acknowledge
training,q2ec5.txt,f,i've got flamingoes down here with a,explain
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,yeah,acknowledge
training,q2ec5.txt,f,quite a small gappy bit,explain
training,q2ec5.txt,g,right,acknowledge
training,q2ec5.txt,g,then if you go down and underneath what,instruct
training,q2ec5.txt,g,i i haven't got anything but i think that's where your flamingoes are,explain
training,q2ec5.txt,f,um well,ready
training,q2ec5.txt,f,they're just maybe an inch below and an inch to the left of the fallen pillars,explain
training,q2ec5.txt,g,right okay,acknowledge
training,q2ec5.txt,g,so if you then go right underneath the flamingoes,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,and and then up right up towards,instruct
training,q2ec5.txt,g,have you got ancient ruins,query_yn
training,q2ec5.txt,f,er i've got a ruined city maybe half the distance to the top from there,reply_w
training,q2ec5.txt,g,yeah okay,acknowledge
training,q2ec5.txt,g,right yeah that's right,acknowledge
training,q2ec5.txt,g,so you go right up to the ehm ruins,instruct
training,q2ec5.txt,f,uh-huh,acknowledge
training,q2ec5.txt,f,just keeping on the edge of the page yeah,check
training,q2ec5.txt,g,and then you,instruct
training,q2ec5.txt,g,keeping on the edge,reply_y
training,q2ec5.txt,g,maybe a bit in towards a bit heading towards the ruins,clarify
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,and then have you got some stones at the left-hand on the left-hand side right in the top left-hand corner,query_yn
training,q2ec5.txt,f,erm i've no i haven't got anything up there,reply_n
training,q2ec5.txt,g,okay,acknowledge
training,q2ec5.txt,f,i've got a rock fall kind of fairly near to the centre,explain
training,q2ec5.txt,g,ah right,acknowledge
training,q2ec5.txt,f,er in between,explain
training,q2ec5.txt,g,well you you know where the ruins are,align
training,q2ec5.txt,f,yeah,reply_y
training,q2ec5.txt,g,you've got where are you now,query_w
training,q2ec5.txt,f,i'm just to the to the left-hand side of them,reply_w
training,q2ec5.txt,g,right okay,acknowledge
training,q2ec5.txt,g,now you need to go straight up so that you're now about two inches from the top of the map and about,instruct
training,q2ec5.txt,f,right,ready
training,q2ec5.txt,f,just just level with the side,check
training,q2ec5.txt,g,yes,reply_y
training,q2ec5.txt,g,and about three inches from the side,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,f,right up to the top,check
training,q2ec5.txt,g,so that no,reply_n
training,q2ec5.txt,g,about two inches from the top,clarify
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,and then,ready
training,q2ec5.txt,g,that's it and then right have you got a white mountain,query_yn
training,q2ec5.txt,f,yeah,reply_y
training,q2ec5.txt,g,right,ready
training,q2ec5.txt,g,you need to just run vertically along and then to get as if you were climbing the mountain and going back down the other side so you go along to the white mountain,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,up,instruct
training,q2ec5.txt,f,up on the left-hand side just go up up the side,check
training,q2ec5.txt,g,up up the left yeah,reply_y
training,q2ec5.txt,g,up the side of the mountain and then down the other side,clarify
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,then,ready
training,q2ec5.txt,g,have you got a soft furnishings furnishings store,query_yn
training,q2ec5.txt,f,no,reply_n
training,q2ec5.txt,f,i've got nothing round about there 'part from the lost steps and directly below the mountain i've got gazelles,explain
training,q2ec5.txt,g,okay,acknowledge
training,q2ec5.txt,f,or i have the gazelles anyway,explain
training,q2ec5.txt,g,well,ready
training,q2ec5.txt,g,you need to then,instruct
training,q2ec5.txt,g,right,ready
training,q2ec5.txt,g,you're at the bottom of the mountain now,align
training,q2ec5.txt,f,erm am i going underneath it,query_yn
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,yeah,reply_y
training,q2ec5.txt,g,you need to go underneath it but by about an inch underneath,instruct
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,and then,ready
training,q2ec5.txt,g,now now you should be level with the beginning of the mountain so you should be level with the left-hand side of the mountain,instruct
training,q2ec5.txt,f,oh right i see what you mean,acknowledge
training,q2ec5.txt,g,you're going back on yourself,instruct
training,q2ec5.txt,f,yeah well i've got a rock fall there so i can't,explain
training,q2ec5.txt,g,right,acknowledge
training,q2ec5.txt,f,i've got a rock fall just across from that so,explain
training,q2ec5.txt,g,oh okay,acknowledge
training,q2ec5.txt,g,um well so you're now you should be underneath the mountain,instruct
training,q2ec5.txt,f,yeah,acknowledge
training,q2ec5.txt,g,okay,align
training,q2ec5.txt,g,now you need to drop straight down towards the gazelles,instruct
training,q2ec5.txt,f,right,ready
training,q2ec5.txt,f,coming in at the top of them,check
training,q2ec5.txt,g,that's right,reply_y
training,q2ec5.txt,g,and then go round the bottom of the gazelles,instruct
training,q2ec5.txt,f,on the left-hand side,check
training,q2ec5.txt,g,and head off to the right-hand side,instruct
training,q2ec5.txt,g,so you go under the gazelles yeah,instruct
training,q2ec5.txt,f,right,ready
training,q2ec5.txt,f,i've got a big space here which presumably,explain
training,q2ec5.txt,g,that's where we're finishing soon here finishing here,explain
training,q2ec5.txt,f,you've got something in,explain
training,q2ec5.txt,f,right okay,acknowledge
training,q2ec5.txt,g,so you're underneath the gazelles,instruct
training,q2ec5.txt,f,right,acknowledge
training,q2ec5.txt,g,yeah,ready
training,q2ec5.txt,g,straight off to the right about three inches and then we stop,instruct
training,q2ec5.txt,f,right,acknowledge
training,q2ec5.txt,g,okay so you're going in the opposite direction to the ancient ruins,instruct
training,q2ec5.txt,f,right,acknowledge
training,q2ec5.txt,g,yeah,align
training,q2ec5.txt,g,okay that's it,instruct
training,q2ec5.txt,f,is that it,check
training,q2ec5.txt,f,right fine,acknowledge
training,q2ec6.txt,g,you got a start which is above a diamond mine,instruct
training,q2ec6.txt,f,yep,acknowledge
training,q2ec6.txt,g,yeah,align
training,q2ec6.txt,f,yep,reply_y
training,q2ec6.txt,g,yeah,ready
training,q2ec6.txt,g,well if you draw a line from the start from the left-hand side of the cross,instruct
training,q2ec6.txt,f,uh-huh,acknowledge
training,q2ec6.txt,g,straight down to an inch below the diamond mine,instruct
training,q2ec6.txt,f,right okay right,acknowledge
training,q2ec6.txt,g,you don't have a wagon wheel do you,query_yn
training,q2ec6.txt,f,no,reply_n
training,q2ec6.txt,f,i've got a swamp on the left-hand side,explain
training,q2ec6.txt,g,no,acknowledge
training,q2ec6.txt,g,yeah,acknowledge
training,q2ec6.txt,f,and i've got rapids just directly below the the the diamond wine mine about another say two inches or so three inches maybe,explain
training,q2ec6.txt,g,you've got a rift valley at the top,query_yn
training,q2ec6.txt,f,yep,reply_y
training,q2ec6.txt,g,top right-hand side,query_yn
training,q2ec6.txt,g,draw a line along to your right,instruct
training,q2ec6.txt,f,mmhmm,acknowledge
training,q2ec6.txt,f,how far,query_w
training,q2ec6.txt,g,like uh like a horizontal line,instruct
training,q2ec6.txt,f,uh-huh,acknowledge
training,q2ec6.txt,f,have you got a cactus,query_yn
training,q2ec6.txt,g,no,reply_n
training,q2ec6.txt,g,draw it along to the cactus,reply_w
training,q2ec6.txt,f,right okay,acknowledge
training,q2ec6.txt,f,right,acknowledge
training,q2ec6.txt,g,and then,ready
training,q2ec6.txt,g,if you go if you go straight up along to your right and down through the the centre of the rift valley,instruct
training,q2ec6.txt,g,like through the midpoint of the rift valley,instruct
training,q2ec6.txt,f,alright right okay,acknowledge
training,q2ec6.txt,g,so you're going down into the rift valley,instruct
training,q2ec6.txt,f,right minute okay,acknowledge
training,q2ec6.txt,g,yeah,acknowledge
training,q2ec6.txt,g,then,ready
training,q2ec6.txt,g,you've got rocks,query_yn
training,q2ec6.txt,f,yep,reply_y
training,q2ec6.txt,g,below your rift valley,query_yn
training,q2ec6.txt,f,mmhmm,reply_y
training,q2ec6.txt,g,and you don't have a stone creek though do you,query_yn
training,q2ec6.txt,f,nope,reply_n
training,q2ec6.txt,g,you got something there,query_yn
training,q2ec6.txt,f,whereabouts,query_w
training,q2ec6.txt,g,just like along from the rocks it's to the left of the rocks,reply_w
training,q2ec6.txt,f,i've got rapids and just past the middle middle left say,reply_w
training,q2ec6.txt,g,right okay,acknowledge
training,q2ec6.txt,g,i've got white water which'll be the same as the rapids,explain
training,q2ec6.txt,f,yeah,acknowledge
training,q2ec6.txt,g,but above just above it and to the right i've got a stone creek,explain
training,q2ec6.txt,f,no,reply_n
training,q2ec6.txt,f,i don't have anything like that,explain
training,q2ec6.txt,g,so you're wanting to go down to from the rift valley down passing the left-hand side of the rocks and then going just above the white water,instruct
training,q2ec6.txt,f,do i want to go under do you these your rocks you've got they've whatever it is,query_yn
training,q2ec6.txt,f,what is it you've got just above the rapids,query_w
training,q2ec6.txt,g,a stone creek,reply_w
training,q2ec6.txt,g,so you want to go under it,reply_y
training,q2ec6.txt,f,so i want to go under that,check
training,q2ec6.txt,g,so you're just like going just above the white water,clarify
training,q2ec6.txt,f,right,acknowledge
training,q2ec6.txt,g,and then you should be on the left-hand side of the white water,align
training,q2ec6.txt,f,yep,reply_y
training,q2ec6.txt,g,so you want to come down straight down until you're about two inches,instruct
training,q2ec6.txt,g,do you have an outlaws' hideout,query_yn
training,q2ec6.txt,f,i've got from the bottom i've got saloon bar stone creek manned fort,reply_w
training,q2ec6.txt,g,manned fort,check
training,q2ec6.txt,g,do you have a noose,query_yn
training,q2ec6.txt,f,down on the right-hand side,query_yn
training,q2ec6.txt,g,uh-huh,reply_y
training,q2ec6.txt,f,uh-huh,reply_y
training,q2ec6.txt,g,you've got an outlaws' hideout above the noose,query_yn
training,q2ec6.txt,f,oh yeah right uh-huh,reply_y
training,q2ec6.txt,g,yeah,check
training,q2ec6.txt,f,uh-huh,reply_y
training,q2ec6.txt,g,well,ready
training,q2ec6.txt,g,do you want to come straight down from the white water 'til you're about,instruct
training,q2ec6.txt,f,my white water's on the left-hand side of the map,explain
training,q2ec6.txt,g,uh-huh,acknowledge
training,q2ec6.txt,f,so i'm cutting right across to the,check
training,q2ec6.txt,g,no,reply_n
training,q2ec6.txt,g,come come straight down in a straight line,clarify
training,q2ec6.txt,f,oh tom,acknowledge
training,q2ec6.txt,g,until just below until you're about,clarify
training,q2ec6.txt,f,just below the line of white the outlaws' hideout,query_yn
training,q2ec6.txt,g,yeah just keep below,reply_y
training,q2ec6.txt,f,right okay i'm there,acknowledge
training,q2ec6.txt,g,and then come along sort of sweeping up to right underneath the outlaws' hideout so you're crossing the whole page,instruct
training,q2ec6.txt,f,right okay,acknowledge
training,q2ec6.txt,f,that's oh you don't have the fort,explain
training,q2ec6.txt,g,where's the fort,query_w
training,q2ec6.txt,f,it's just it's like um,reply_w
training,q2ec6.txt,g,is it underneath the stone creek like directly underneath,query_yn
training,q2ec6.txt,f,no it's above,reply_n
training,q2ec6.txt,f,i've got a saloon bar directly under beneath the stone creek on the left-hand side,explain
training,q2ec6.txt,g,so is it to your right of the stone creek and just up a bit,query_yn
training,q2ec6.txt,f,no,reply_n
training,q2ec6.txt,f,to my left and up a wee bit,explain
training,q2ec6.txt,g,to your left and up a wee bit,check
training,q2ec6.txt,f,i've got erm,explain
training,q2ec6.txt,f,you got stone slabs,query_yn
training,q2ec6.txt,g,yeah,reply_y
training,q2ec6.txt,f,in the centre,query_yn
training,q2ec6.txt,f,right it's left it's above that it's about the same,reply_w
training,q2ec6.txt,g,mmhmm,reply_y
training,q2ec6.txt,f,do you have a gold mine,query_yn
training,q2ec6.txt,g,no,reply_n
training,q2ec6.txt,f,oh i've got a gold like a mine between my outlaw's hideout hideout and the noose,explain
training,q2ec6.txt,g,and you've got stone slabs as well,check
training,q2ec6.txt,f,and i've got stone slabs,reply_y
training,q2ec6.txt,f,the the the gold mine is to the same right as the manned fort is to the left and the gold mine is right in but practically in the middle between the outlaws' hideout and the noose,explain
training,q2ec6.txt,g,okay,acknowledge
training,q2ec6.txt,f,so i want to come across 'til i'm underneath the outlaws' hideout,align
training,q2ec6.txt,g,yeah,reply_y
